event_stream,candidate,e_y,e_psi,u,u_overspeed,target_speed_state,v,r,steering_command,steering_rate,target_speed_rate,steering_rate_change,target_speed_rate_change,terminal_multiplier,return_code,solves,accepted,degraded,rejected,reject_input,reject_solver,reject_residual,reject_regularization,reject_nonlinear,accepted_fraction,nonlinear_rejection_fraction,residual_rejection_fraction,min_predicted_clearance,residual_p95,solve_ms,iterations,first_action_delta,prediction,offline_screen_score,stderr
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/events.csv,user_moderate_balanced_steer5,125.0,2.0,200.0,200.0,20.0,5.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,5813,5498,152,315,0,0,8,0,307,0.9458111130225357,0.05281266127644934,0.0013762257010149664,0.000086,"0.009906,0.009701","0.608444,3.165230,4.901455,6.455586","9.000000,49.000000,100.000000","0.124959,3.151366,0.419719,8.792475","30,0.025000",0.9190607259590574,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/events.csv,user_moderate_balanced,125.0,2.0,200.0,200.0,20.0,5.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,5813,5497,156,316,0,0,8,0,308,0.9456390848099088,0.05298468948907621,0.0013762257010149664,0.000085,"0.009926,0.009704","0.611219,3.082164,5.051948,7.386106","9.000000,51.000000,100.000000","0.124878,3.153132,0.420136,8.792423","30,0.025000",0.918802683640117,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/events.csv,mapped_bachelor_moderate,500.0,5.0,200.0,200.0,20.0,2.0,1.5,3.0,5.0,0.5,5.0,5.0,3.0,1,4543,4293,68,250,0,0,14,0,236,0.9449702839533348,0.05194805194805195,0.0030816640986132513,0.000480,"0.009948,0.009737","0.650453,4.020269,5.170952,7.905202","10.000000,59.000000,100.000000","0.254027,2.580139,0.378823,8.445683","30,0.025000",0.9182258419546555,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/events.csv,user_moderate_low_heading,100.0,1.0,200.0,200.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,5813,5493,146,320,0,0,11,0,309,0.9449509719594014,0.05315671770170308,0.0018923103388955788,-0.000319,"0.009916,0.009704","0.593075,2.843385,4.669107,6.004317","9.000000,44.000000,100.000000","0.116645,3.176641,0.423686,8.642834","30,0.025000",0.9172615355238258,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/events.csv,moderate_user_profile,100.0,2.0,200.0,200.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,5813,5493,138,320,0,0,7,0,313,0.9449509719594014,0.053844830552210565,0.0012041974883880955,-0.000310,"0.009905,0.009710","0.587525,2.805144,4.655371,6.268053","9.000000,45.000000,100.000000","0.116174,3.174285,0.423310,8.996175","30,0.025000",0.917107507311199,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/events.csv,user_balanced_high_speed,100.0,1.0,300.0,250.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,5813,5491,144,322,0,0,10,0,312,0.9446069155341476,0.05367280233958369,0.001720282126268708,-0.000317,"0.009928,0.009650","0.671352,2.902407,4.765058,6.464392","10.000000,46.000000,100.000000","0.115397,3.179834,0.497318,9.086180","30,0.025000",0.9167064438327885,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/events.csv,very_low_heading,100.0,0.25,200.0,200.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,5813,5487,145,326,0,0,9,0,317,0.9439188026836401,0.05453294340271805,0.0015482539136418372,-0.000323,"0.009917,0.009709","0.588907,2.901354,4.717959,7.053359","9.000000,45.000000,100.000000","0.116688,3.173746,0.423733,8.996162","30,0.025000",0.9156192675038707,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/events.csv,user_low_lateral_low_heading_speed,75.0,1.0,200.0,200.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,5813,5467,126,346,0,0,6,0,340,0.9404782384311027,0.05848959229313607,0.001032169275761225,-0.000427,"0.009910,0.009725","0.598205,2.776850,4.631717,7.213702","9.000000,43.000000,100.000000","0.108007,3.060994,0.423527,8.991754","30,0.025000",0.9101213999655943,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/events.csv,only_high_lateral,1500.0,10.0,50.0,150.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,2005,1876,60,129,1,0,6,0,122,0.9356608478802992,0.06084788029925187,0.0029925187032418953,0.003357,"0.013686,0.009775","0.673426,4.893811,6.066966,7.670672","9.000000,100.000000,100.000000","0.499972,2.613344,0.354696,6.783045","30,0.025000",0.9044887780548628,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/events.csv,only_bachelor_control_terms,150.0,10.0,50.0,150.0,20.0,5.0,1.5,2.0,5.0,0.5,5.0,5.0,3.0,1,4543,4249,59,294,0,0,7,0,287,0.9352850539291218,0.06317411402157165,0.0015408320493066256,0.000783,"0.009865,0.009765","0.584649,2.766051,4.673687,6.713732","9.000000,38.000000,100.000000","0.149247,2.252874,0.250064,9.274075","30,0.025000",0.9033127889060093,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/events.csv,only_high_heading,150.0,50.0,50.0,150.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,4543,4247,8,296,0,0,5,0,291,0.9348448162007484,0.0640545894783183,0.001100594320933304,0.000489,"0.009847,0.009767","0.579830,1.802760,4.724762,7.129944","9.000000,17.000000,100.000000","0.151159,2.905182,0.250674,9.285763","30,0.025000",0.902542372881356,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/events.csv,only_high_velocity,150.0,10.0,200.0,200.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,4543,4240,56,303,0,0,8,0,295,0.9333039841514418,0.06493506493506493,0.0017609509134932863,0.001866,"0.009933,0.009731","0.625797,2.683365,4.696500,7.804042","9.000000,39.000000,100.000000","0.133194,2.408479,0.376366,8.675587","30,0.025000",0.900396213955536,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/events.csv,production,150.0,10.0,50.0,150.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,4543,4237,58,306,0,0,6,0,300,0.9326436275588817,0.06603565925599823,0.0013207131851199648,0.001543,"0.009866,0.009771","0.581493,2.686330,4.631538,7.577586","9.000000,38.000000,100.000000","0.133716,3.448953,0.250989,9.278646","30,0.025000",0.8992956196346026,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/events.csv,user_moderate_speed_v5,150.0,2.0,250.0,250.0,20.0,5.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,4543,4233,82,310,0,0,8,0,302,0.9317631521021351,0.06647589698437156,0.0017609509134932863,0.001783,"0.009963,0.009712","0.770659,3.625786,5.276470,8.736095","10.000000,50.000000,100.000000","0.131630,2.361554,0.426581,8.929857","30,0.025000",0.898084965881576,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/events.csv,mapped_bachelor_moderate,500.0,5.0,200.0,200.0,20.0,2.0,1.5,3.0,5.0,0.5,5.0,5.0,3.0,1,2005,1867,29,138,0,0,9,0,129,0.9311720698254364,0.06433915211970075,0.004488778054862843,0.002418,"0.009997,0.009761","0.747666,4.018315,6.088127,7.333459","10.000000,94.000000,100.000000","0.261609,1.943998,0.456513,6.455493","30,0.025000",0.8978802992518703,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/events.csv,user_low_heading_high_speed,150.0,0.5,300.0,250.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,4543,4230,90,313,0,0,9,0,304,0.9311027955095752,0.06691613471274488,0.001981069777679947,0.001474,"0.009957,0.009719","0.741204,3.334850,4.823038,7.686832","10.000000,56.000000,100.000000","0.130700,2.373898,0.462640,8.930198","30,0.025000",0.8971494607087828,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/events.csv,user_moderate_low_heading_speed,150.0,1.0,200.0,200.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,4543,4229,84,314,0,0,10,0,304,0.9308826766453885,0.06691613471274488,0.002201188641866608,0.001492,"0.009957,0.009751","0.635514,3.232868,4.765770,7.644513","9.000000,52.000000,100.000000","0.131528,2.389285,0.381276,8.676641","30,0.025000",0.8968743121285494,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/events.csv,user_moderate_balanced,125.0,2.0,200.0,200.0,20.0,5.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,4543,4225,71,318,0,0,5,0,313,0.9300022011886419,0.06889720449042483,0.001100594320933304,0.000002,"0.009940,0.009676","0.701800,3.385876,5.218793,7.691642","9.000000,47.000000,100.000000","0.123421,3.304430,0.379636,8.823512","30,0.025000",0.8952784503631961,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/events.csv,user_moderate_balanced_steer5,125.0,2.0,200.0,200.0,20.0,5.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,4543,4223,70,320,0,0,7,0,313,0.9295619634602685,0.06889720449042483,0.0015408320493066256,-0.000046,"0.009940,0.009694","0.721817,3.492026,5.492687,9.563661","9.000000,47.000000,100.000000","0.123649,3.305284,0.379859,8.823587","30,0.025000",0.8946361532027295,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/events.csv,only_bachelor_control_terms,150.0,10.0,50.0,150.0,20.0,5.0,1.5,2.0,5.0,0.5,5.0,5.0,3.0,1,2005,1859,24,146,0,0,1,0,145,0.9271820448877806,0.07231920199501247,0.0004987531172069825,0.002318,"0.009962,0.009754","0.649762,3.778854,6.101512,7.635155","9.000000,71.000000,100.000000","0.157844,1.497541,0.337373,6.782755","30,0.025000",0.8908977556109725,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/events.csv,only_high_heading,150.0,50.0,50.0,150.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,2005,1857,4,148,0,0,6,0,142,0.9261845386533666,0.07082294264339152,0.0029925187032418953,0.000094,"0.009939,0.009747","0.653448,3.159260,6.039195,7.869546","9.000000,43.000000,100.000000","0.155900,2.605145,0.340348,6.783123","30,0.025000",0.8900249376558603,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/events.csv,user_balanced_high_speed,100.0,1.0,300.0,250.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,4543,4205,75,338,0,0,7,0,331,0.9255998239049087,0.07285934404578473,0.0015408320493066256,0.001654,"0.009959,0.009698","0.731996,3.108234,4.806787,7.019277","10.000000,52.000000,100.000000","0.113360,2.698089,0.465441,8.417295","30,0.025000",0.8887849438696896,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/events.csv,user_moderate_low_heading,100.0,1.0,200.0,200.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,4543,4205,74,338,0,0,5,0,333,0.9255998239049087,0.07329958177415805,0.001100594320933304,0.001592,"0.009944,0.009709","0.644211,3.099217,4.746955,8.173126","9.000000,48.000000,100.000000","0.114200,2.736732,0.377425,8.364111","30,0.025000",0.8886748844375963,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/events.csv,very_low_heading,100.0,0.25,200.0,200.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,4543,4204,76,339,0,0,4,0,335,0.925379705040722,0.07373981950253136,0.0008804754567466431,0.001571,"0.009953,0.009709","0.660672,3.070373,4.837455,8.056176","9.000000,49.000000,100.000000","0.115866,2.288040,0.376580,8.819400","30,0.025000",0.8882896764252696,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/events.csv,moderate_user_profile,100.0,2.0,200.0,200.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,4543,4204,67,339,0,0,3,0,336,0.925379705040722,0.07395993836671803,0.0006603565925599824,0.001593,"0.009952,0.009693","0.625897,2.851241,4.659820,6.482628","9.000000,44.000000,100.000000","0.115066,2.295475,0.376560,8.819375","30,0.025000",0.888234646709223,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/events.csv,production,150.0,10.0,50.0,150.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,2005,1854,25,151,0,0,3,0,148,0.9246882793017457,0.07381546134663342,0.0014962593516209476,-0.000661,"0.009970,0.009758","0.655933,3.735793,6.232548,8.951741","9.000000,71.000000,100.000000","0.145617,1.443503,0.340931,6.783141","30,0.025000",0.8860844837905236,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/events.csv,user_low_heading_high_speed,150.0,0.5,300.0,250.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,2005,1850,36,155,0,0,3,0,152,0.9226932668329177,0.07581047381546134,0.0014962593516209476,0.002540,"0.009983,0.009691","0.828197,3.681653,5.941993,7.696281","10.000000,71.000000,100.000000","0.138087,2.639855,0.555331,6.915556","30,0.025000",0.8844139650872819,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed125_steer5_authority_20260920/events.csv,user_low_lateral_low_heading_speed,75.0,1.0,200.0,200.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,4543,4190,60,353,0,0,3,0,350,0.9222980409421088,0.07704160246533127,0.0006603565925599824,-0.000461,"0.009944,0.009738","0.635435,2.898930,4.746183,7.916103","9.000000,41.000000,100.000000","0.103621,2.262938,0.375649,8.812663","30,0.025000",0.8826901505613032,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/events.csv,only_high_velocity,150.0,10.0,200.0,200.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,2005,1848,22,157,0,0,9,0,148,0.9216957605985038,0.07381546134663342,0.004488778054862843,-0.000650,"0.009970,0.009708","0.741434,3.545766,5.948003,7.615579","9.000000,65.000000,100.000000","0.142157,2.633310,0.456673,11.000000","30,0.025000",0.8823658354114714,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/events.csv,user_moderate_low_heading_speed,150.0,1.0,200.0,200.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,2005,1846,36,159,0,0,9,0,150,0.9206982543640898,0.07481296758104738,0.004488778054862843,0.002552,"0.009990,0.009736","0.741424,3.695017,6.011653,8.112563","10.000000,74.000000,100.000000","0.135126,2.638194,0.455704,8.786842","30,0.025000",0.8821695760598504,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/events.csv,user_moderate_balanced,125.0,2.0,200.0,200.0,20.0,5.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,2005,1846,32,159,0,0,7,0,152,0.9206982543640898,0.07581047381546134,0.003491271820448878,0.000566,"0.009974,0.009737","0.768946,3.826825,6.031040,7.900455","9.000000,66.000000,100.000000","0.125754,2.648245,0.455442,8.775682","30,0.025000",0.881920199501247,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/events.csv,user_moderate_balanced_steer5,125.0,2.0,200.0,200.0,20.0,5.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,2005,1846,33,159,0,0,7,0,152,0.9206982543640898,0.07581047381546134,0.003491271820448878,0.000508,"0.009982,0.009737","0.732447,3.819832,6.000673,7.834411","9.000000,67.000000,100.000000","0.125706,2.648596,0.455428,8.775515","30,0.025000",0.881920199501247,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/events.csv,user_moderate_speed_v5,150.0,2.0,250.0,250.0,20.0,5.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,2005,1846,32,159,0,0,9,0,150,0.9206982543640898,0.07481296758104738,0.004488778054862843,-0.000777,"0.009994,0.009770","0.782050,3.512304,5.439497,6.989001","10.000000,72.000000,100.000000","0.134919,2.639520,0.508971,7.142838","30,0.025000",0.8806155760598503,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/events.csv,user_balanced_high_speed,100.0,1.0,300.0,250.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,2005,1840,32,165,0,0,9,0,156,0.9177057356608479,0.07780548628428928,0.004488778054862843,0.002769,"0.009998,0.009689","0.830101,3.664340,5.968722,7.580132","10.000000,86.000000,100.000000","0.114839,2.665394,0.555228,8.779782","30,0.025000",0.8776807980049876,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/events.csv,very_low_heading,100.0,0.25,200.0,200.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,2005,1839,35,166,0,0,8,0,158,0.9172069825436409,0.07880299251870324,0.00399002493765586,0.002771,"0.009987,0.009736","0.750942,3.765459,5.724793,7.378553","9.000000,86.000000,100.000000","0.113238,2.665263,0.457255,7.142924","30,0.025000",0.8768079800498753,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/mpc_weights_u50_ey150_overspeed140_steer5_authority_20260920_retry/events.csv,user_moderate_low_heading,100.0,1.0,200.0,200.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,2005,1839,32,166,0,0,7,0,159,0.9172069825436409,0.07930174563591022,0.003491271820448878,0.002769,"0.009989,0.009738","0.751563,3.779446,5.906515,7.734543","9.000000,83.000000,100.000000","0.114900,2.664101,0.459537,8.773689","30,0.025000",0.8766832917705736,
