event_stream,candidate,e_y,e_psi,u,u_overspeed,target_speed_state,v,r,steering_command,steering_rate,target_speed_rate,steering_rate_change,target_speed_rate_change,terminal_multiplier,return_code,solves,accepted,degraded,rejected,reject_input,reject_solver,reject_residual,reject_regularization,reject_nonlinear,accepted_fraction,nonlinear_rejection_fraction,residual_rejection_fraction,min_predicted_clearance,residual_p95,solve_ms,iterations,first_action_delta,prediction,offline_screen_score,stderr
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_speed_u100_authority_20260920/model_id/mpc_balanced_speed_u100_authority_20260920/events.csv,only_high_heading,150.0,50.0,50.0,150.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,386,360,9,26,0,0,1,0,25,0.9326424870466321,0.06476683937823834,0.0025906735751295338,0.003711,"0.009947,0.009705","0.992797,5.097042,6.095889,6.616588","11.000000,94.000000,100.000000","0.381281,3.005900,1.955195,6.970632","30,0.025000",0.8996113989637305,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_speed_u100_authority_20260920/model_id/mpc_balanced_speed_u100_authority_20260920/events.csv,moderate_user_profile,100.0,2.0,200.0,200.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,386,360,28,26,0,0,0,0,26,0.9326424870466321,0.06735751295336788,0.0,0.003669,"0.013941,0.009813","1.056295,5.465387,6.649189,7.166862","12.000000,100.000000,100.000000","0.363219,2.924124,2.242090,6.825355","30,0.025000",0.8989637305699482,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_speed_u100_authority_20260920/model_id/mpc_balanced_speed_u100_authority_20260920/events.csv,only_high_velocity,150.0,10.0,200.0,200.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,386,360,28,26,0,0,0,0,26,0.9326424870466321,0.06735751295336788,0.0,0.003713,"0.013011,0.009754","1.068197,5.458864,6.663695,6.829835","12.000000,100.000000,100.000000","0.382133,2.937881,2.242390,6.843041","30,0.025000",0.8989637305699482,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_speed_u100_authority_20260920/model_id/mpc_balanced_speed_u100_authority_20260920/events.csv,user_balanced_high_speed,100.0,1.0,300.0,250.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,386,360,33,26,0,0,0,0,26,0.9326424870466321,0.06735751295336788,0.0,0.003670,"0.015030,0.009754","1.166651,5.637267,6.674396,6.752781","13.000000,100.000000,100.000000","0.364783,2.938710,2.482268,6.777607","30,0.025000",0.8989637305699482,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_speed_u100_authority_20260920/model_id/mpc_balanced_speed_u100_authority_20260920/events.csv,user_moderate_low_heading,100.0,1.0,200.0,200.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,386,360,30,26,0,0,0,0,26,0.9326424870466321,0.06735751295336788,0.0,0.003670,"0.014964,0.009786","1.068268,5.511232,6.153888,6.870962","12.000000,100.000000,100.000000","0.363139,2.937754,2.242106,6.821990","30,0.025000",0.8989637305699482,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_speed_u100_authority_20260920/model_id/mpc_balanced_speed_u100_authority_20260920/events.csv,user_moderate_low_heading_speed,150.0,1.0,200.0,200.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,386,360,34,26,0,0,0,0,26,0.9326424870466321,0.06735751295336788,0.0,0.003713,"0.016954,0.009752","1.085459,5.736351,6.619704,6.899395","12.000000,100.000000,100.000000","0.373815,2.935325,2.242273,6.825965","30,0.025000",0.8989637305699482,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_speed_u100_authority_20260920/model_id/mpc_balanced_speed_u100_authority_20260920/events.csv,mapped_bachelor_moderate,500.0,5.0,200.0,200.0,20.0,2.0,1.5,3.0,5.0,0.5,5.0,5.0,3.0,1,386,359,34,27,0,0,2,0,25,0.9300518134715026,0.06476683937823834,0.0051813471502590676,0.003986,"0.018233,0.009997","1.095608,5.825277,6.300551,7.828994","13.000000,100.000000,100.000000","0.407370,2.908132,2.328650,6.870433","30,0.025000",0.8963730569948186,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_speed_u100_authority_20260920/model_id/mpc_balanced_speed_u100_authority_20260920/events.csv,only_bachelor_control_terms,150.0,10.0,50.0,150.0,20.0,5.0,1.5,2.0,5.0,0.5,5.0,5.0,3.0,1,386,359,25,27,0,0,2,0,25,0.9300518134715026,0.06476683937823834,0.0051813471502590676,0.003738,"0.012598,0.009798","1.043962,5.552849,6.373205,6.688121","11.000000,100.000000,100.000000","0.391090,2.814586,2.035953,6.902174","30,0.025000",0.8963730569948186,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_speed_u100_authority_20260920/model_id/mpc_balanced_speed_u100_authority_20260920/events.csv,very_low_heading,100.0,0.25,200.0,200.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,386,359,29,27,0,0,1,0,26,0.9300518134715026,0.06735751295336788,0.0025906735751295338,0.003670,"0.014477,0.009794","1.055002,5.388283,6.887262,7.196466","12.000000,100.000000,100.000000","0.369171,2.921098,2.332805,6.822638","30,0.025000",0.8957253886010362,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_speed_u100_authority_20260920/model_id/mpc_balanced_speed_u100_authority_20260920/events.csv,production,150.0,10.0,50.0,150.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,386,358,25,28,0,0,3,0,25,0.927461139896373,0.06476683937823834,0.007772020725388601,0.003713,"0.013272,0.009820","1.052348,5.383704,6.197207,7.077956","11.000000,100.000000,100.000000","0.382203,2.936269,2.042756,6.901015","30,0.025000",0.8931347150259067,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_speed_u100_authority_20260920/model_id/mpc_balanced_speed_u100_authority_20260920/events.csv,user_low_lateral_low_heading_speed,75.0,1.0,200.0,200.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,386,358,21,28,0,0,2,0,26,0.927461139896373,0.06735751295336788,0.0051813471502590676,0.003644,"0.012818,0.009787","1.108812,5.329855,6.291424,6.846977","12.000000,100.000000,100.000000","0.361120,2.939599,2.328187,6.820168","30,0.025000",0.8924870466321243,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_speed_u100_authority_20260920/model_id/mpc_balanced_speed_u100_authority_20260920/events.csv,user_low_heading_high_speed,150.0,0.5,300.0,250.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,386,356,31,30,0,0,4,0,26,0.9222797927461139,0.06735751295336788,0.010362694300518135,0.003713,"0.015845,0.010481","1.156571,5.644941,6.685817,7.026953","13.000000,100.000000,100.000000","0.381917,2.935629,2.505030,6.780607","30,0.025000",0.8860103626943004,
