event_index,source_stamp_ns,cycle_status,solver_iterations,primal_residual,dual_residual,max_residual,max_regularization,regularization_count,nonsmooth_jacobian_columns,nonlinear_failure_stage,nonlinear_failure_reason,r1_nonlinear_failure_stage,r1_nonlinear_failure_reason,r2_nonlinear_failure_stage,r2_nonlinear_failure_reason,reason,state_age_s,control_time_age_s,control_time_mode,command_changes_used,command_fallback,current_progress_m,map_x_m,map_y_m,map_yaw_rad,path_curvature_per_m,curvature_source,u_mps,v_mps,r_radps,e_y_m,e_psi_rad,target_speed_mps,steering_command_rad,previous_steering_rate_radps,previous_target_speed_rate_mps2,first_steering_rate_radps,first_target_speed_rate_mps2,published_steering_rad,published_target_speed_mps,abs_curvature_per_m,abs_steering_rad,abs_steering_rate_radps,abs_yaw_rate_radps,lateral_accel_proxy_mps2,nominal_vs_candidate_progress_error_max_m,nominal_vs_candidate_curvature_error_max_per_m,nominal_vs_candidate_left_bound_error_max_m,nominal_vs_candidate_right_bound_error_max_m,minimum_predicted_corridor_slack_m,lateral_accel_proxy_stage,rti_iterations_used,rti2_triggered,rti2_trigger_reason_mask,rti2_budget_skipped,r1_status,r2_status,r1_nonlinear_objective,r2_nonlinear_objective,r1_min_corridor_slack,r2_min_corridor_slack,r1_solver_iterations,r2_solver_iterations,r1_solve_us,r2_solve_us,total_rti_us,selected_candidate,rho_start,rho_final,rho_u_start,rho_u_final,rho_change_count,factorization_count,factorization_time_ns,operating_mode,operating_mode_source,steering_reversal
53,0,rejected,,,,,,,,,,,,,,MPC coherent control-time state unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unavailable,
71,0,rejected,,,,,,,,,,,,,,MPC coherent control-time state unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unavailable,
88,0,rejected,,,,,,,,,,,,,,MPC coherent control-time state unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unavailable,
107,0,rejected,,,,,,,,,,,,,,MPC coherent control-time state unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unavailable,
126,0,rejected,,,,,,,,,,,,,,MPC coherent control-time state unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unavailable,
146,0,rejected,,,,,,,,,,,,,,MPC coherent control-time state unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unavailable,
2191,1789729641189121024,accepted_optimal,57,0.00924968719,0.00219631195,0.00924968719,0,0,30,,,,,,,,0.001971887,0.001971887,ct2,0,False,24.9952656,1.29814798,-0.0019545058,-1.46006689,-0.07717853082243159,first_horizon_reference,2.28121853,0.0,-0.18294324,-0.00182912499,0.00833139103,2.38033438,-0.0345789157,-0.0744329169,0.660902321,-0.034458641,3.0,-0.0354403816,2.45533442,0.07717853082243159,0.0345789157,0.034458641,0.18294324,0.41733350902623717,,,,,,,,,,,,,,,,,,,,,2484.91,,,,,,,,,powered_acceleration_command,candidate_action,False
2213,1789729641213736960,accepted_optimal,57,0.00928783417,0.00221633911,0.00928783417,0,0,30,,,,,,,,0.001993807,0.001993807,ct2,0,False,25.0487248,1.30292483,-0.0550556432,-1.46517422,-0.07790435559446908,first_horizon_reference,2.32504511,0.0,-0.201298356,-0.00236782245,0.00828885287,2.3915472,-0.0318319015,0.111169122,0.453772694,0.025968885,3.0,-0.0311826803,2.46654725,0.07790435559446908,0.0318319015,0.025968885,0.201298356,0.4680277582688392,,,,,,,,,,,,,,,,,,,,,2012.102,,,,,,,,,powered_acceleration_command,candidate_action,False
2233,1789729641238319360,accepted_optimal,57,0.00935697556,0.00222635269,0.00935697556,0,0,30,,,,,,,,0.001783733,0.001783733,ct2,0,False,25.1110262,1.30816232,-0.117618057,-1.47056728,-0.07869068061326062,first_horizon_reference,2.32608652,0.0,-0.223528683,-0.00311380718,0.00721592503,2.40837002,-0.0300137661,0.0736674145,0.681628764,0.026047118,3.0,-0.0293625891,2.48337007,0.07869068061326062,0.0300137661,0.026047118,0.223528683,0.5199470563596532,,,,,,,,,,,,,,,,,,,,,2469.682,,,,,,,,,powered_acceleration_command,candidate_action,False
2257,1789729641264541184,accepted_optimal,57,0.00936317444,0.00222969055,0.00936317444,0,0,30,,,,,,,,0.001863452,0.001863452,ct2,0,False,25.1838813,1.31362469,-0.190050049,-1.47650902,-0.07952602038165428,first_horizon_reference,2.33325362,0.0,-0.239351496,-0.0041849101,0.00809910614,2.4251914,-0.027768204,0.0922658071,0.691158175,0.0243847761,3.0,-0.0271585844,2.50019145,0.07952602038165428,0.027768204,0.0243847761,0.239351496,0.5584677444944155,,,,,,,,,,,,,,,,,,,,,2209.984,,,,,,,,,powered_acceleration_command,candidate_action,False
2279,1789729641289076224,accepted_optimal,57,0.00939440727,0.00222969055,0.00939440727,0,0,30,,,,,,,,0.002740371,0.002740371,ct2,0,False,25.2555948,1.31749428,-0.259523991,-1.48219797,-0.08029566169401878,first_horizon_reference,2.36574841,0.0,-0.221988693,-0.00617359718,0.00630201027,2.44761968,-0.0257941857,0.074877277,0.850735843,0.0232820157,3.0,-0.0252121352,2.52261972,0.08029566169401878,0.0257941857,0.0232820157,0.221988693,0.5251693975027282,,,,,,,,,,,,,,,,,,,,,2135.785,,,,,,,,,powered_acceleration_command,candidate_action,False
2304,1789729641314203392,accepted_optimal,57,0.00937604904,0.00224304199,0.00937604904,0,0,30,,,,,,,,0.0019257,0.0019257,ct2,0,False,25.3234204,1.32404814,-0.328932585,-1.48762756,-0.08092193156692491,first_horizon_reference,2.36984539,0.0,-0.209202468,-0.0051286011,0.00669301674,2.46443939,-0.0249039643,0.035061527,0.662447453,-0.0222713444,3.0,-0.025460748,2.53943944,0.08092193156692491,0.0249039643,0.0222713444,0.209202468,0.49577750436642254,,,,,,,,,,,,,,,,,,,,,2182.542,,,,,,,,,powered_acceleration_command,candidate_action,False
2323,1789729641339355136,accepted_optimal,57,0.0096654892,0.00229644775,0.0096654892,0,0,30,,,,,,,,0.002257914,0.002257914,ct2,0,False,25.4048658,1.3252981,-0.409603893,-1.49252144,-0.08168323776135465,first_horizon_reference,2.38959718,0.0,-0.196007714,-0.00972937979,0.0098344814,2.48686767,-0.0267402418,-0.0754655004,0.92173481,-0.0442185439,3.0,-0.0278457049,2.56186771,0.08168323776135465,0.0267402418,0.0442185439,0.196007714,0.4683794806326465,,,,,,,,,,,,,,,,,,,,,2347.452,,,,,,,,,powered_acceleration_command,candidate_action,False
2345,1789729641363899392,accepted_optimal,57,0.00948023796,0.00225305557,0.00948023796,0,0,30,,,,,,,,0.002490621,0.002490621,ct2,0,False,25.4752768,1.33415767,-0.478913327,-1.49715559,-0.08209423229913863,first_horizon_reference,2.42364287,0.0,-0.180965185,-0.00550010381,0.00925123505,2.50929594,-0.0236721672,0.120426662,0.880344331,-0.043535199,3.0,-0.024760548,2.58429599,0.08209423229913863,0.0236721672,0.043535199,0.180965185,0.438594980343481,,,,,,,,,,,,,,,,,,,,,2821.653,,,,,,,,,powered_acceleration_command,candidate_action,False
2367,1789729641388896512,accepted_optimal,57,0.00983262062,0.00233316422,0.00983262062,0,0,30,,,,,,,,0.00204832,0.00204832,ct2,0,False,25.5517586,1.33920185,-0.556256886,-1.50153297,-0.0825231093077644,first_horizon_reference,2.42876983,0.0,-0.180918545,-0.00515811006,0.0117348926,2.52611923,-0.0300431978,-0.258400083,0.682329178,-0.156958506,3.0,-0.0339671597,2.60111928,0.0825231093077644,0.0300431978,0.156958506,0.180918545,0.4394095037834973,,,,,,,,,,,,,,,,,,,,,2309.36,,,,,,,,,powered_acceleration_command,candidate_action,False
2389,1789729641414094336,accepted_optimal,57,0.00944900513,0.00224637985,0.00944900513,0,0,30,,,,,,,,0.001960966,0.001960966,ct2,0,False,25.6242319,1.34828359,-0.628566431,-1.50618777,-0.08105635307691915,first_horizon_reference,2.41822052,0.0,-0.193842441,-2.9799643e-05,0.0143065061,2.54854774,-0.0317294933,-0.0683199391,0.908686876,-0.139382139,3.0,-0.0352140479,2.62354779,0.08105635307691915,0.0317294933,0.139382139,0.193842441,0.46875376847308936,,,,,,,,,,,,,,,,,,,,,2150.382,,,,,,,,,powered_acceleration_command,candidate_action,False
2411,1789729641438642176,accepted_optimal,57,0.00966405869,0.00229310989,0.00966405869,0,0,30,,,,,,,,0.001720614,0.001720614,ct2,0,False,25.6912726,1.35541326,-0.695885745,-1.51057501,-0.07825865365526358,first_horizon_reference,2.44264317,0.0,-0.173743248,0.00380844343,0.0142804608,2.57097673,-0.0376300998,-0.235106647,0.893671632,-0.202140838,3.0,-0.04268362,2.64597678,0.07825865365526358,0.0376300998,0.202140838,0.173743248,0.42439275806081617,,,,,,,,,,,,,,,,,,,,,2022.432,,,,,,,,,powered_acceleration_command,candidate_action,False
2432,1789729641464138496,accepted_optimal,57,0.00957012177,0.00227308273,0.00957012177,0,0,30,,,,,,,,0.001946979,0.001946979,ct2,0,False,25.7605726,1.36213741,-0.764451156,-1.51579352,-0.07812429951472624,first_horizon_reference,2.43810725,0.0,-0.222014636,0.00756548904,0.0144964494,2.5877974,-0.0436604507,-0.24816376,0.692211866,-0.165013075,3.0,-0.0477857776,2.66279745,0.07812429951472624,0.0436604507,0.165013075,0.222014636,0.5412954936377109,,,,,,,,,,,,,,,,,,,,,2262.693,,,,,,,,,powered_acceleration_command,candidate_action,False
2455,1789729641488798720,accepted_optimal,57,0.00951385498,0.00226306915,0.00951385498,0,0,30,,,,,,,,0.001794994,0.001794994,ct2,0,False,25.8253505,1.36678478,-0.8294694,-1.5218724,-0.08572710820473603,first_horizon_reference,2.47443819,0.0,-0.238771141,0.00973347109,0.0142553393,2.61022639,-0.0454633087,-0.070069924,0.871725738,-0.0934483856,3.0,-0.0477995202,2.68522644,0.08572710820473603,0.0454633087,0.0934483856,0.238771141,0.5908244299602747,,,,,,,,,,,,,,,,,,,,,2180.558,,,,,,,,,powered_acceleration_command,candidate_action,False
2480,1789729641514515200,accepted_optimal,57,0.00954675674,0.00227642059,0.00954675674,0,0,30,,,,,,,,0.001823828,0.001823828,ct2,0,False,25.8939401,1.37403782,-0.897776027,-1.52851588,-0.08608407684413538,first_horizon_reference,2.51131868,0.0,-0.282974541,0.0147440117,0.0118186744,2.62705064,-0.0466672853,-0.0491029844,0.686160088,-0.0687729865,3.0,-0.048386611,2.70205069,0.08608407684413538,0.0466672853,0.0687729865,0.282974541,0.7106392507777259,,,,,,,,,,,,,,,,,,,,,2646.875,,,,,,,,,powered_acceleration_command,candidate_action,False
2501,1789729641538989312,accepted_optimal,57,0.00945162773,0.00225305557,0.00945162773,0,0,30,,,,,,,,0.002016911,0.002016911,ct2,0,False,25.9622368,1.37866686,-0.965496608,-1.53684909,-0.08097528366553762,first_horizon_reference,2.55567694,0.0,-0.328272551,0.0175347067,0.00956043042,2.64387369,-0.0480483063,-0.0536392927,0.6534127,-0.0251985248,3.0,-0.0486782677,2.71887374,0.08097528366553762,0.0480483063,0.0251985248,0.328272551,0.8389585886256741,,,,,,,,,,,,,,,,,,,,,2312.407,,,,,,,,,powered_acceleration_command,candidate_action,False
2526,1789729641563747584,accepted_optimal,57,0.00940895081,0.00224304199,0.00940895081,0,0,30,,,,,,,,0.001879883,0.001879883,ct2,0,False,26.0299984,1.3824711,-1.03360611,-1.54549631,-0.07840432452882912,first_horizon_reference,2.57293057,0.0,-0.346388906,0.0198884532,0.00695606042,2.66630054,-0.0469868779,0.0430591479,0.909793615,0.025868319,3.0,-0.0463401712,2.74130058,0.07840432452882912,0.0469868779,0.025868319,0.346388906,0.8912346053562564,,,,,,,,,,,,,,,,,,,,,3307.336,,,,,,,,,powered_acceleration_command,candidate_action,False
2547,1789729641588595200,accepted_optimal,57,0.00952291489,0.00226306915,0.00952291489,0,0,30,,,,,,,,0.002038912,0.002038912,ct2,0,False,26.0990047,1.38800759,-1.10219139,-1.55417816,-0.07712382624945106,first_horizon_reference,2.6021502,0.0,-0.356905162,0.0243367273,0.00383236469,2.68311787,-0.0449971147,0.0808057413,0.682964087,0.0267677102,3.0,-0.0443279222,2.75811791,0.07712382624945106,0.0449971147,0.0267677102,0.356905162,0.9287208386793324,,,,,,,,,,,,,,,,,,,,,2350.788,,,,,,,,,powered_acceleration_command,candidate_action,False
2572,1789729641614555136,accepted_optimal,57,0.00932192802,0.00220298767,0.00932192802,0,0,30,,,,,,,,0.0022449,0.0022449,ct2,0,False,26.1694357,1.39110303,-1.17219948,-1.56318199,-0.0746944456347787,first_horizon_reference,2.60455775,0.0,-0.370801598,0.0267059337,0.000220246293,2.70554566,-0.0452850908,-0.0115055805,0.896063328,0.0265006293,3.0,-0.044622574,2.78054571,0.0746944456347787,0.0452850908,0.0265006293,0.370801598,0.9657741757832846,,,,,,,,,,,,,,,,,,,,,2480.022,,,,,,,,,powered_acceleration_command,candidate_action,False
2594,1789729641639057664,accepted_optimal,57,0.00946927071,0.00225639343,0.00946927071,0,0,30,,,,,,,,0.00202169,0.00202169,ct2,0,False,26.2343417,1.39474938,-1.23774992,-1.57278649,-0.07325108725577249,first_horizon_reference,2.62044597,0.0,-0.364971519,0.0300022997,-0.00525632082,2.72236824,-0.0428071022,0.0947498009,0.64323777,0.0695276484,3.0,-0.0410689116,2.79736829,0.07325108725577249,0.0428071022,0.0695276484,0.364971519,0.9563881461283285,,,,,,,,,,,,,,,,,,,,,2204.413,,,,,,,,,powered_acceleration_command,candidate_action,False
2616,1789729641663638272,accepted_optimal,56,0.00988435745,0.00233650208,0.00988435745,0,0,30,,,,,,,,0.001905823,0.001905823,ct2,0,False,26.3009144,1.39487982,-1.30475431,-1.58158376,-0.07146649813937163,first_horizon_reference,2.63930011,0.0,-0.35165298,0.0301109478,-0.0085405698,2.73918819,-0.042801477,0.000231872356,0.693324745,0.0660517216,3.0,-0.0411501825,2.81418824,0.07146649813937163,0.042801477,0.0660517216,0.35165298,0.9281177487958279,,,,,,,,,,,,,,,,,,,,,3134.351,,,,,,,,,powered_acceleration_command,candidate_action,False
2641,1789729641688923392,accepted_optimal,57,0.00926828384,0.00218629837,0.00926828384,0,0,30,,,,,,,,0.001711447,0.001711447,ct2,0,False,26.3709011,1.39846859,-1.37541492,-1.59042357,-0.06930404735805022,first_horizon_reference,2.65324235,0.0,-0.353932709,0.0340489633,-0.0122160893,2.76161695,-0.0387665555,0.164856449,0.916380703,0.0988948196,3.0,-0.0362941846,2.83661699,0.06930404735805022,0.0387665555,0.0988948196,0.353932709,0.9390692525690263,,,,,,,,,,,,,,,,,,,,,2721.805,,,,,,,,,powered_acceleration_command,candidate_action,False
2664,1789729641714458368,accepted_optimal,57,0.00927448273,0.00220966339,0.00927448273,0,0,30,,,,,,,,0.001822636,0.001822636,ct2,0,False,26.4395425,1.39773808,-1.44392099,-1.59872632,-0.06715198805710945,first_horizon_reference,2.65727162,0.0,-0.340319782,0.0339794084,-0.0155500816,2.77843881,-0.0384615064,0.012158487,0.670476854,0.0738061368,3.0,-0.0366163515,2.85343885,0.06715198805710945,0.0384615064,0.0738061368,0.340319782,0.9043220984331869,,,,,,,,,,,,,,,,,,,,,2383.129,,,,,,,,,powered_acceleration_command,candidate_action,False
2685,1789729641739025664,accepted_optimal,56,0.00966906548,0.00229310989,0.00966906548,0,0,30,,,,,,,,0.002016179,0.002016179,ct2,0,False,26.5042912,1.39840006,-1.50822787,-1.60735847,-0.06520491012568276,first_horizon_reference,2.71582007,0.0,-0.341688484,0.0355434641,-0.0204838067,2.80086708,-0.0348640494,0.140259549,0.874445379,0.129474029,3.0,-0.0316272005,2.87586713,0.06520491012568276,0.0348640494,0.129474029,0.341688484,0.9279644425350739,,,,,,,,,,,,,,,,,,,,,2235.512,,,,,,,,,powered_acceleration_command,candidate_action,False
2710,1789729641765408768,accepted_optimal,56,0.00972652435,0.00230979919,0.00972652435,0,0,30,,,,,,,,0.00228242,0.00228242,ct2,0,False,26.57334,1.39478648,-1.57669132,-1.61515113,-0.06337328672719665,first_horizon_reference,2.6839757,0.0,-0.310155928,0.0332100019,-0.0235797931,2.8176887,-0.0325263739,0.0944984332,0.679998994,0.130520388,3.0,-0.0292633642,2.89268875,0.06337328672719665,0.0325263739,0.130520388,0.310155928,0.8324509739629496,,,,,,,,,,,,,,,,,,,,,3092.072,,,,,,,,,powered_acceleration_command,candidate_action,False
2733,1789729641788867328,accepted_optimal,56,0.00978565216,0.00232315063,0.00978565216,0,0,30,,,,,,,,0.002216646,0.002216646,ct2,0,False,26.637345,1.39390057,-1.6408664,-1.62326845,-0.06178448546219663,first_horizon_reference,2.74052286,0.0,-0.307389915,0.03380109,-0.0279982798,2.83450985,-0.0272463001,0.198005244,0.630800903,0.162856936,3.0,-0.0231748763,2.9095099,0.06178448546219663,0.0272463001,0.162856936,0.307389915,0.8424090889909569,,,,,,,,,,,,,,,,,,,,,3057.157,,,,,,,,,powered_acceleration_command,candidate_action,False
2756,1789729641814554624,accepted_optimal,56,0.00965094566,0.00228643417,0.00965094566,0,0,30,,,,,,,,0.002089146,0.002089146,ct2,0,False,26.7048946,1.39001374,-1.70883863,-1.63024817,-0.06028981842716746,first_horizon_reference,2.75672102,0.0,-0.284288734,0.0317857713,-0.0291453525,2.851331,-0.0251845028,0.0882330015,0.719847798,0.125440001,3.0,-0.0220485032,2.92633104,0.06028981842716746,0.0251845028,0.125440001,0.284288734,0.7837047287669887,,,,,,,,,,,,,,,,,,,,,2125.905,,,,,,,,,powered_acceleration_command,candidate_action,False
2777,1789729641839059456,accepted_optimal,56,0.00926351547,0.00220632553,0.00926351547,0,0,30,,,,,,,,0.002121428,0.002121428,ct2,0,False,26.7750473,1.38564636,-1.77885567,-1.63696912,-0.05890540277202639,first_horizon_reference,2.77403188,0.0,-0.263739973,0.0296323504,-0.0328088403,2.87375951,-0.0200253017,0.201482579,0.875901997,0.166213036,3.0,-0.0158699751,2.94875956,0.05890540277202639,0.0200253017,0.166213036,0.263739973,0.7316230931323393,,,,,,,,,,,,,,,,,,,,,2378.35,,,,,,,,,powered_acceleration_command,candidate_action,False
2800,1789729641863839744,accepted_optimal,55,0.00998067856,0.00237321854,0.00998067856,0,0,30,,,,,,,,0.001889001,0.001889001,ct2,0,False,26.8446034,1.3819144,-1.84909545,-1.64282437,-0.05792397845732286,first_horizon_reference,2.78930259,0.0,-0.222504541,0.0284488723,-0.0331039652,2.89058113,-0.0166661646,0.136908546,0.685599864,0.102923438,3.0,-0.0140930787,2.96558118,0.05792397845732286,0.0166661646,0.102923438,0.222504541,0.6206324924980612,,,,,,,,,,,,,,,,,,,,,2247.485,,,,,,,,,powered_acceleration_command,candidate_action,False
2825,1789729641889196288,accepted_optimal,55,0.00999832153,0.00237321854,0.00999832153,0,0,30,,,,,,,,0.002238748,0.002238748,ct2,0,False,26.91641,1.37643393,-1.91985728,-1.64782642,-0.057440988673021075,first_horizon_reference,2.78237271,0.0,-0.206495807,0.0257824287,-0.0352855101,2.91300941,-0.0153903002,0.0519629456,0.913450658,0.097855784,3.0,-0.0129439058,2.98800945,0.057440988673021075,0.0153903002,0.097855784,0.206495807,0.574548298126227,,,,,,,,,,,,,,,,,,,,,2195.397,,,,,,,,,powered_acceleration_command,candidate_action,False
2848,1789729641914075136,accepted_optimal,55,0.00997233391,0.00235319138,0.00997233391,0,0,30,,,,,,,,0.002476084,0.002476084,ct2,0,False,26.9891517,1.37207904,-1.99190037,-1.65223717,-0.05744741652661098,first_horizon_reference,2.79920554,0.0,-0.164270863,0.0246052165,-0.0346844532,2.92983079,-0.0119077833,0.135491878,0.654457986,0.0733374432,3.0,-0.0100743473,3.00483084,0.05744741652661098,0.0119077833,0.0733374432,0.164270863,0.459827909770181,,,,,,,,,,,,,,,,,,,,,2410.451,,,,,,,,,powered_acceleration_command,candidate_action,False
2871,1789729641939292928,accepted_optimal,55,0.00962543488,0.00227975845,0.00962543488,0,0,30,,,,,,,,0.002241083,0.002241083,ct2,0,False,27.0568598,1.36652983,-2.06005747,-1.65577363,-0.0577971408638512,first_horizon_reference,2.83903551,0.0,-0.139645964,0.0223829281,-0.0351313651,2.95225906,-0.0124726836,-0.0225037597,0.89346838,0.0305864122,3.0,-0.011708023,3.02725911,0.0577971408638512,0.0124726836,0.0305864122,0.139645964,0.39645985062418165,,,,,,,,,,,,,,,,,,,,,3192.11,,,,,,,,,powered_acceleration_command,candidate_action,False
2894,1789729641963797760,accepted_optimal,55,0.0095179081,0.00226640701,0.0095179081,0,0,30,,,,,,,,0.002070422,0.002070422,ct2,0,False,27.1300176,1.35660147,-2.13332318,-1.65902546,-0.058433909529268524,first_horizon_reference,2.8640101,0.0,-0.127360985,0.0163356513,-0.0333608352,2.96908045,-0.0111780921,0.0518111922,0.673213124,0.0757513568,3.0,-0.00928430818,3.0440805,0.058433909529268524,0.0111780921,0.0757513568,0.127360985,0.3647631473859485,,,,,,,,,,,,,,,,,,,,,2051.476,,,,,,,,,powered_acceleration_command,candidate_action,False
2917,1789729641989300736,accepted_optimal,55,0.00931668282,0.00220632553,0.00931668282,0,0,30,,,,,,,,0.001841552,0.001841552,ct2,0,False,27.2074105,1.34828381,-2.21105371,-1.66168749,-0.05924650661075946,first_horizon_reference,2.88436031,0.0,-0.101153441,0.0124822268,-0.0311635118,2.99150896,-0.00650783908,0.192004621,0.922086656,0.0813938454,3.0,-0.00447299285,3.06650901,0.05924650661075946,0.00650783908,0.0813938454,0.101153441,0.2917629704403267,,,,,,,,,,,,,,,,,,,,,2361.008,,,,,,,,,powered_acceleration_command,candidate_action,False
2940,1789729642014216704,accepted_optimal,54,0.00988197327,0.0023431778,0.00988197327,0,0,30,,,,,,,,0.001902255,0.001902255,ct2,0,False,27.2837094,1.34027221,-2.28683635,-1.66435747,-0.06002991013944748,first_horizon_reference,2.90111208,0.0,-0.106143296,0.00913143903,-0.0300574657,3.01393747,-0.00506446557,0.0570698753,0.886806071,0.0478372686,3.0,-0.00386853376,3.08893752,0.06002991013944748,0.00506446557,0.0478372686,0.106143296,0.30793359823661565,,,,,,,,,,,,,,,,,,,,,1915.28,,,,,,,,,powered_acceleration_command,candidate_action,False
2963,1789729642039883776,accepted_optimal,54,0.00938653946,0.00222301483,0.00938653946,0,0,30,,,,,,,,0.001991353,0.001991353,ct2,0,False,27.3573882,1.33813988,-2.36029022,-1.66673093,-0.06062750840373357,first_horizon_reference,2.91460752,0.0,-0.0931631774,0.0118426904,-0.0285213683,3.03636599,-0.00298730726,0.0834756568,0.901344359,-0.00839371048,3.0,-0.00319715007,3.11136603,0.06062750840373357,0.00298730726,0.00839371048,0.0931631774,0.2715340974371341,,,,,,,,,,,,,,,,,,,,,2602.391,,,,,,,,,powered_acceleration_command,candidate_action,False
2984,1789729642065310208,accepted_optimal,54,0.00973844528,0.00230646133,0.00973844528,0,0,30,,,,,,,,0.001954213,0.001954213,ct2,0,False,27.4280001,1.32900722,-2.43055003,-1.66848582,-0.06093812297406163,first_horizon_reference,2.93834257,0.0,-0.0545977466,0.00767537532,-0.0247308426,3.05318737,-0.00766404998,-0.180953413,0.650856197,-0.0794319436,3.0,-0.00964984857,3.12818742,0.06093812297406163,0.00766404998,0.0794319436,0.0545977466,0.16042688306085276,,,,,,,,,,,,,,,,,,,,,1985.663,,,,,,,,,powered_acceleration_command,candidate_action,False
3007,1789729642089681152,accepted_optimal,54,0.00955319405,0.00226974487,0.00955319405,0,0,30,,,,,,,,0.001745982,0.001745982,ct2,0,False,27.4983427,1.32493487,-2.50134138,-1.66968217,-0.06084939330095605,first_horizon_reference,2.9840579,0.0,-0.0458470993,0.00890426245,-0.0228891354,3.07561612,-0.00702293869,0.0252567697,0.883587301,-0.0458362773,3.0,-0.00816884544,3.15061617,0.06084939330095605,0.00702293869,0.0458362773,0.0458470993,0.13681039885824947,,,,,,,,,,,,,,,,,,,,,2073.668,,,,,,,,,powered_acceleration_command,candidate_action,False
3032,1789729642115697664,accepted_optimal,54,0.00932216644,0.00221633911,0.00932216644,0,0,30,,,,,,,,0.001963611,0.001963611,ct2,0,False,27.5724399,1.31877765,-2.57458402,-1.67026746,-0.060243124754934256,first_horizon_reference,2.98129201,0.0,-0.0288017374,0.00854422152,-0.0181988776,3.09243727,-0.0105979526,-0.147830263,0.695570529,-0.121678017,3.0,-0.0136399027,3.16743731,0.060243124754934256,0.0105979526,0.121678017,0.0288017374,0.08586638958473818,,,,,,,,,,,,,,,,,,,,,2449.644,,,,,,,,,powered_acceleration_command,candidate_action,False
3055,1789729642139404032,accepted_optimal,53,0.00979733467,0.00232315063,0.00979733467,0,0,30,,,,,,,,0.002237345,0.002237345,ct2,0,False,27.6401894,1.31116876,-2.64106662,-1.67176544,-0.05911682071139415,first_horizon_reference,3.01724839,0.0,-0.0708380342,0.0064765662,-0.015371399,3.11486554,-0.013496222,-0.11054536,0.855455875,-0.0569417328,3.0,-0.0149197653,3.18986559,0.05911682071139415,0.013496222,0.0569417328,0.0708380342,0.2137359446407149,,,,,,,,,,,,,,,,,,,,,2597.211,,,,,,,,,powered_acceleration_command,candidate_action,False
3076,1789729642164736768,accepted_optimal,53,0.0095243454,0.00226640701,0.0095243454,0,0,30,,,,,,,,0.001781469,0.001781469,ct2,0,False,27.7177957,1.30309392,-2.719652,-1.67326086,-0.0573275915459005,first_horizon_reference,3.02478909,0.0,-0.0614533946,0.00533800619,-0.0131528238,3.13729405,-0.0118482215,0.0687704384,0.935933352,-0.0186836831,3.0,-0.0123153133,3.2122941,0.0573275915459005,0.0118482215,0.0186836831,0.0614533946,0.1858835575295449,,,,,,,,,,,,,,,,,,,,,2099.546,,,,,,,,,powered_acceleration_command,candidate_action,False
3099,1789729642189289728,accepted_optimal,53,0.0097322464,0.00229644775,0.0097322464,0,0,30,,,,,,,,0.001979752,0.001979752,ct2,0,False,27.7915651,1.29647789,-2.79247576,-1.67563761,-0.055336381514330325,first_horizon_reference,3.06146026,0.0,-0.0948095396,0.0054437588,-0.0105424784,3.15411568,-0.0131791309,-0.0534537174,0.675611973,-0.0438398197,3.0,-0.0142751262,3.22911572,0.055336381514330325,0.0131791309,0.0438398197,0.0948095396,0.2902556377542963,,,,,,,,,,,,,,,,,,,,,2084.158,,,,,,,,,powered_acceleration_command,candidate_action,False
3124,1789729642214995712,accepted_optimal,52,0.00948619843,0.00225639343,0.00948619843,0,0,30,,,,,,,,0.002137778,0.002137778,ct2,0,False,27.8765133,1.28978069,-2.87676228,-1.67862744,-0.052931632529331515,first_horizon_reference,3.03954124,0.0,-0.1233778,0.00690485723,-0.00934312865,3.17654419,-0.0133810034,-0.00815491192,0.906029761,-0.0226190947,3.0,-0.013946481,3.25154424,0.052931632529331515,0.0133810034,0.0226190947,0.1233778,0.375011911200472,,,,,,,,,,,,,,,,,,,,,2138.189,,,,,,,,,powered_acceleration_command,candidate_action,False
3145,1789729642239433728,accepted_optimal,52,0.00959706306,0.00228309631,0.00959706306,0,0,30,,,,,,,,0.001812787,0.001812787,ct2,0,False,27.9524716,1.28287044,-2.9533376,-1.68133638,-0.05063345148819131,first_horizon_reference,3.09218836,0.0,-0.110420756,0.00776557997,-0.00750634959,3.1989727,-0.0145352166,-0.0447648391,0.869864225,-0.0519679673,3.0,-0.0158344153,3.27397275,0.05063345148819131,0.0145352166,0.0519679673,0.110420756,0.34144177640560014,,,,,,,,,,,,,,,,,,,,,2115.416,,,,,,,,,powered_acceleration_command,candidate_action,False
